link,title,price_sale,price_base,brand,cpu_brand,cpu_detail,cpu_cores,cpu_threads,ram_size,ram_type,storage_size,storage_type,gpu_info,screen_size,screen_res,screen_tech,battery,raw_specs_count
https://cellphones.com.vn/laptop-dell-inspiron-15-3525-p16wd-cu-dep.html,Laptop Dell Inspiron 15 3530 P16WD - Cũ Đẹp,16.490.000đ,19.590.000đ,Dell,Intel,Core i7 Raptor,,,16,DDR4,1 TB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Chống chói Anti Glare, LED Backlit","4-cell Li-ion, 54 Wh, 65 W",24
https://cellphones.com.vn/laptop-dell-15-dc15250-71073959-cu-da-kich-hoat.html,Laptop Dell 15 DC15250 71073959 - Đã Kích Hoạt,17.290.000đ,21.990.000đ,Dell,Intel,,,,16,DDR4,512GB,,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),,,21
https://cellphones.com.vn/laptop-hp-pavilion-aero-13-be0229au-64u91pa-cu-xuoc-can.html,Laptop HP Pavilion Aero 13-BE0229AU 64U91PA - Cũ Xước Cấn,9.290.000đ,25.290.000đ,HP,AMD,Ryzen 7 5800U,,,8,DDR4,512 GB,SSD,AMD Radeon Graphics,13.3 inches,1920 x 1200 pixels (FullHD+),"Tấm nền IPS, Màn hình chống chói, Độ sáng 400 nits, Độ phủ màu 100% sRGB","3-cell, 43 Wh Li-ion polymer",22
https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5-ram-4gb-ssd-256gb-cu-tray-xuoc.html,Laptop Dell Vostro 3405 V4R53500U001W - Cũ Trầy Xước,5.790.000đ,15.790.000đ,Dell,AMD,,,,4,,256GB,SSD,AMD Radeon™ Graphics,14 inches,1920 x 1080 pixels (FullHD),14.0 inch FHD (1920 x 1080) Anti-Glare,3 cell - 45Whr,16
https://cellphones.com.vn/laptop-acer-nitro-v-15-propanel-anv15-51-73uu-cu-da-kich-hoat.html,Laptop Acer Nitro V 15 ProPanel ANV15-51-73UU - Đã Kích Hoạt,20.790.000đ,27.990.000đ,Acer,Intel,,10,12,16,DDR5,512GB,SSD,NVIDIA GeForce RTX 3050 6GB GDDR6,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Độ phủ màu sRGB 100%, Màn hình LCD TFT đèn nền LED ComfyView của Acer, Góc nhìn rộng lên đến 170 độ, Thiết kế siêu mỏng","57Whr 4-cell, 135W 5.5 PHY Adapter",25
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1000fvn-cu-dep.html,Laptop Lenovo Ideapad Slim 3 15IRH10 83K1000FVN - Cũ Đẹp,14.590.000đ,,Lenovo,Intel,Core i7 Raptor,,16,24,DDR5,512GB,SSD,Intel UHD Graphics,15.3 inches,1920 x 1200 pixels (WUXGA),"Độ phủ màu 45% NTSC, Chống chói Anti Glare, 300 nits",60 Wh,26
https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn038w-16gb-cu-tray-xuoc.html,Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN038W - Cũ Trầy Xước,17.890.000đ,,Asus,Intel,Core i5 -,12,16,16,DDR5,512GB,SSD,Intel Iris Xe Graphics,14 inches,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms, Tần số quét 90Hz, Độ sáng tối đa 550nits HDR, Độ phủ màu 100% DCI-P3, VESA CERTIFIED Display HDR True Black 500, 1.07 tỷ màu, TÜV Rheinland-certified, Ánh sáng xanh có hại ít hơn 70%, Bảo vệ mắt SGS","75WHrs, 2S2P, 4-cell Li-ion",22
https://cellphones.com.vn/laptop-msi-modern-14-c12mo-660vn-cu-dep.html,Laptop MSI Modern 14 C12MO-660VN - Cũ Đẹp,9.190.000đ,15.990.000đ,MSI,Intel,,10,12,16,DDR4,512GB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels (FullHD),,39Wh,19
https://cellphones.com.vn/laptop-msi-katana-15-b13udxk-2411vn-cu-da-kich-hoat.html,Laptop MSI Katana 15 B13UDXK-2411VN - Đã Kích Hoạt,18.890.000đ,24.490.000đ,MSI,Intel,,10,,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 3050 (6GB of GDDR6 SDRAM, Bus Width: 96- bit)
Intel UHD Graphics",15.6 inches,1920 x 1080 pixels (FullHD),"Màn hình chống chói, Độ phủ màu 45% NTSC",3 Cell Int (53.5Wh),26
https://cellphones.com.vn/laptop-msi-modern-14-f13mg-466vn-cu-da-kich-hoat.html,Laptop MSI Modern 14 F13MG-466VN - Đã Kích Hoạt,11.690.000đ,15.990.000đ,MSI,Intel,Core i5 -,10,12,24,DDR4,512 GB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels (FullHD),"Màn hình chống chói, Độ sáng 250 nits","3-cell, 46.8 Wh",24
https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g8-irl-21sg007rvn-cu-da-kich-hoat.html,Laptop Lenovo ThinkBook 14 G8 IRL 21SG007RVN - Đã Kích Hoạt,17.890.000đ,22.990.000đ,Lenovo,Intel,,8,12,16,DDR5,1TB,SSD,Intel Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói","45Wh, 65W USB-C (3-pin)",26
https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14abr8-82xx00dlvn-cu-tray-xuoc.html,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DLVN - Cũ Trầy Xước,12.690.000đ,18.990.000đ,Lenovo,AMD,Ryzen 7 7730U,8,16,16,DDR5x,512GB,SSD,AMD Radeon Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, TÜV Low Blue Light",52.5Wh,26
https://cellphones.com.vn/laptop-asus-vivobook-14-x1404za-nk389w-cu-tray-xuoc.html,Laptop ASUS Vivobook 14 X1404ZA-NK389W - Cũ Trầy Xước,10.790.000đ,17.990.000đ,ASUS,Intel,,10,,16,DDR4,512GB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels (FullHD),"LED Backlit, Độ sáng 250 nits, Màn hình chống chói, Độ phủ màu 45% NTSC, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",25
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00008vn-cu-da-kich-hoat.html,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00008VN - Đã Kích Hoạt,13.090.000đ,16.990.000đ,Lenovo,Intel,,8,12,16,DDR5,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC",60Wh (Đầu tròn 65W (3 chân),26
https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-15ill9-83hm000gvn-cu-dep.html,Laptop Lenovo Yoga Slim 7 15ILL9 83HM000GVN - Cũ Đẹp,30.590.000đ,42.990.000đ,Lenovo,Intel,,,,32,DDR5x,1TB,SSD,Intel Arc Graphics 140V,15.3 inches,2880 x 1800 pixels,"Độ sáng 500nits / Chống vân tay, Độ phủ màu 100% DCI-P3, 100% sRGB, Eyesafe, Dolby Vision, DisplayHDR 400","70Wh, 65W USB-C (3-pin)",29
https://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504ga-bq1141w-cu-da-kich-hoat.html,Laptop ASUS Vivobook Go 15 E1504GA-BQ1141W - Đã Kích Hoạt,7.890.000đ,10.190.000đ,ASUS,Intel,,8,8,8,DDR4,,,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504fa-nj454w-cu-da-kich-hoat.html,Laptop Asus Vivobook GO 15 E1504FA-NJ454W - Đã Kích Hoạt,10.690.000đ,14.490.000đ,Asus,AMD,Ryzen 5 7520U,4,8,16,DDR5,512GB,SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",21
https://cellphones.com.vn/laptop-acer-aspire-7-a715-76g-5806-cu-tray-xuoc.html,Laptop Acer Aspire 7 A715-76G-5806 - Cũ Trầy Xước,12.790.000đ,22.990.000đ,Acer,Intel,Core i5 -,8,12,16,DDR4,512 GB,SSD,"NVIDIA GeForce RTX 3050, 4 GB",15.6 inches,1920 x 1080 pixels (FullHD),Acer ComfyView,"3-cell Li-ion, 50 Wh",24
https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n3252w-cu-tray-xuoc.html,Laptop ASUS ROG Strix G16 G614JU-N3252W - Cũ Trầy Xước,28.990.000đ,,ASUS,Intel,,,,32,DDR5,1TB,SSD,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,16 inches,1920 x 1200 pixels,16-inch FHD+ 16:10 IPS-level Anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 7ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes,"90WHrs, 4S1P, 4-cell Li-ion",22
https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g6-irl-21kg00rdvn-cu-dep.html,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00RDVN - Cũ Đẹp,13.290.000đ,19.990.000đ,Lenovo,Intel,,,,16,DDR5,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC",60Wh,26
https://cellphones.com.vn/laptop-dell-inspiron-14-5440-d0f3w-cu-da-kich-hoat.html,Laptop Dell Inspiron 14 5440 D0F3W - Đã Kích Hoạt,14.790.000đ,18.990.000đ,Dell,Intel,,,12,24,DDR5,1TB,,Intel UMA Graphics,14 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"4-cell lithium-ion, 54 Wh",25
https://cellphones.com.vn/laptop-hp-245-g10-bg5u8pt-cu-da-kich-hoat.html,Laptop HP 245 G10 BG5U8PT - Đã Kích Hoạt,12.390.000đ,19.990.000đ,HP,AMD,Ryzen 7 7730U,8,16,16,DDR4,512 GB,SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits","HP Long Life 3-cell, 41 Wh Li-ion",22
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00mcvn-cu-dep.html,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MCVN - Cũ Đẹp,11.090.000đ,16.190.000đ,Lenovo,AMD,Ryzen 7 5825U,8,16,16,DDR4,512GB,SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,47Wh (Đầu tròn 65W (3 chân)),25
https://cellphones.com.vn/laptop-hp-victus-16-r0127tx-8c5n2pa-cu-da-kich-hoat.html,Laptop HP VICTUS 16-R0127TX 8C5N2PA - Đã Kích Hoạt,25.790.000đ,,HP,Intel,,,,16,DDR5,512GB,SSD,NVIDIA GeForce RTX 4060 8GB GDDR6,16.1 inches,1920 x 1080 pixels (FullHD),"16.1 inch FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion",23
https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g6-plus-irl-21ld0000cd-cu-tray-xuoc.html,Laptop Lenovo ThinkBook 14 G6+ IMH 21LD0000CD - Cũ Trầy Xước,16.590.000đ,,Lenovo,Intel,,,,32,DDR5x,1TB,SSD,Intel® Arc™ graphics,14.5 inches,3072 x 1920 pixels,100% sRGB,85WHrs,20
https://cellphones.com.vn/laptop-lenovo-ldeapad-3-15itl6-82h80044vn-cu-xuoc-can.html,Laptop Lenovo IdeaPad 3 15ITL6 82H80044VN - Cũ Xước Cấn,8.790.000đ,,Lenovo,Intel,,,,8,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Tần số quét: 60 Hz, Độ sáng: 250 nits, Anti-glare LED-backlit, Độ phủ màu: 45% NTSC",2 cell,20
https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz632w-cu-dep.html,Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W - Cũ Đẹp,20.990.000đ,,ASUS,Intel,,8,12,16,DDR4,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, TÜV Rheinland-certified, With stylus support","50WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-acer-aspire-lite-al16-51p-55n7-cu-dep.html,Laptop Acer Aspire Lite AL16-51P-55N7 NX.KX0SV.001 - Cũ Đẹp,10.190.000đ,14.990.000đ,Acer,Intel,,10,12,16,DDR5,512GB,SSD,Intel HD Graphics,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits, Độ phủ màu 45% NTSC, Acer ComfyView","58Whr 3-cell, 65W PD Type-C Adapter",27
https://cellphones.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-52-59aa-cu-dkh.html,Laptop Acer Gaming Nitro V 15 ProPanel ANV15-52-59AA - Đã Kích Hoạt,24.490.000đ,28.990.000đ,Acer,Intel,,8,12,16,DDR4,512GB,SSD,NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Độ phủ màu sRGB 100%, Màn hình LCD TFT đèn nền LED Acer ComfyView, Góc nhìn rộng, Thiết kế siêu mỏng, Màn hình chống chói","Pin Li-ion 4 cell 76Wh, Bộ chuyển đổi 135W 5.5PHY",24
https://cellphones.com.vn/laptop-dell-inspiron-14-5440-n4i7204w1-cu-dep.html,Laptop Dell Inspiron 14 5440 N4I7204W1 - Cũ Đẹp,17.990.000đ,,Dell,Intel,,,,16,DDR5,512GB,,Intel Graphics,14 inches,1920 x 1200 pixels (FullHD+),"Độ phủ màu 45% NTSC, Độ sáng 250 nit, Màn hình chống chói","Li-ion 4-Cell Battery, 54WHr",28
https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv00dkvn.html,Laptop Lenovo Yoga Slim 7 14IMH9 83CV00DKVN,28.990.000đ,31.990.000đ,Lenovo,Intel,,16,22,32,DDR5,1TB,SSD,Intel Arc Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits, Độ phủ màu 100% DCI-P3, Eyesafe, Dolby Vision, DisplayHDR True Black 500","65Wh, 65W USB-C Slim (Wall-mount)",28
https://cellphones.com.vn/laptop-acer-aspire-lite-14-al14-71m-52gq-nxj4asv001-cu-da-kich-hoat.html,Laptop Acer Aspire Lite 14 AL14-71M-52GQ NX.J4ASV.001 - Đã Kích Hoạt,12.090.000đ,15.990.000đ,Acer,Intel,,12,16,16,DDR5,512GB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Acer ComfyView",3 cell 58WHrs,23
https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp315w-cu-tray-xuoc.html,Laptop ASUS TUF Gaming F15 FX507VU-LP315W - Cũ Trầy Xước,18.790.000đ,29.990.000đ,ASUS,Intel,,,,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 4050 6GB GDDR6
Intel Iris Xe Graphics",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%, Màn hình chống chói, G-Sync","90WHrs, 4S1P, 4-cell Li-ion",23
https://cellphones.com.vn/laptop-dell-inspiron-3501-5580blk-cu-tray-xuoc.html,Laptop Dell Inspiron 3501 5580BLK - Cũ Trầy Xước,6.490.000đ,19.990.000đ,Dell,Intel,,,,,DDR4,256 GB,SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Tần số quét 60Hz, 0,92MP",42 Wh,18
https://cellphones.com.vn/laptop-asus-vivobook-go-14-e1404fa-nk177w-da-kich-hoat.html,Laptop Asus VivoBook Go 14 E1404FA-NK177W - Đã Kích Hoạt,9.790.000đ,14.490.000đ,Asus,AMD,Ryzen 5 7520U,4,8,16,DDR5,512GB,SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ sáng tối đa 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, Li-ion 3 cell",22
https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp151w-cu-xuoc-can.html,Laptop Asus Zenbook 14 Oled UX3405MA-PP151W - Cũ Xước Cấn,17.190.000đ,28.990.000đ,Asus,Intel,,,18,16,DDR5X,512GB,SSD,Intel® Arc Graphics,14 inches,2880 x 1800 pixels,"1.07 tỷ màu, SGS Eye Care Display, Chứng chỉ TÜV Rheinland, Giải màu 100% DCI-P3","75WHrs, 2S2P, 4-cell Li-ion",23
https://cellphones.com.vn/laptop-asus-vivobook-15x-a1503za-i5-l1290w-16gb-cu-tray-xuoc.html,Laptop Asus VivoBook 15X A1503ZA-L1290W - Cũ Trầy Xước,11.490.000đ,,Asus,Intel,Core i5 Alder,,,16,DDR4,512 GB,SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Tần số quét 60Hz, Độ sáng 600 nits, 100% DCI-P3, Chuẩn DisplayHDR True Black 600, Màn hình bảo vệ mắt EyeCare, Thời gian phản hồi 0.2 ms, Low Blue Light, Màn hình OLED, 1.07 tỷ màu","3-cell Li-ion, 70 Wh",22
https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506nf-hn005w-cu-tray-xuoc.html,Laptop ASUS TUF Gaming A15 FA506NF-HN005W - Cũ Trầy Xước,11.190.000đ,19.990.000đ,ASUS,AMD,,,12,8,DDR5,512GB,SSD,NVIDIA® GeForce RTX™ 2050,15.6 inches,1920 x 1080 pixels (FullHD),"Tần số quét 144Hz, Độ sáng 250nits, Độ phủ màu: NTSC 45%, SRGB 62.5%, Adobe 47.34%, Màn hình chống chói, Adaptive-Sync","48WHrs, 3S1P, 3-cell Li-ion",24
https://cellphones.com.vn/laptop-dell-inspiron-14-5430-20dy31-cu-tray-xuoc.html,Laptop Dell Inspiron 14 5430 20DY31 - Cũ Trầy Xước,15.390.000đ,,Dell,Intel,,,,16,DDR5,1TB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1200 pixels (FullHD+),Màn hình chống lóa,4 cell 54 Wh,21
https://cellphones.com.vn/laptop-dell-inspiron-15-3520-71064798-cu-tray-xuoc.html,Laptop Dell Inspiron 15 3520 71064798 - Cũ Trầy Xước,10.490.000đ,,Dell,Intel,Core i5 Alder,10,12,16,DDR4,512 GB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Chống chói Anti Glare, LED Backlit, 250 nits","3-cell Li-ion, 41 Wh",22
https://cellphones.com.vn/laptop-asus-expertbook-b1403cva-s60482w-cu-dep.html,Laptop ASUS Expertbook B1403CVA-S60482W - Cũ Đẹp,12.790.000đ,,ASUS,Intel,,,12,8,DDR5,512GB,SSD,Đồ họa Intel® UHD Graphics,14 inches,1920 x 1080 pixels (FullHD),"Màn hình không cảm ứng, 14.0-inch, FHD (1920 x 1080) 16:9, Góc nhìn rộng, Màn hình chống chói, Đèn nền LED, 300 nit, NTSC: 45%, Tỷ lệ màn hình trên kích thước:87 %","63WHrs, 3S1P, 3-cell Li-ion",23
https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv001uvn-cu-tray-xuoc.html,Laptop Lenovo Yoga Slim 7 14IMH9 83CV001UVN - Cũ Trầy Xước,19.490.000đ,30.990.000đ,Lenovo,Intel,,16,22,32,DDR5x,512GB,SSD,Intel Arc Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits, Độ phủ màu 100% DCI-P3, Eyesafe, Dolby Vision, DisplayHDR True Black 500",65Wh,26
https://cellphones.com.vn/laptop-asus-vivobook-go-14-e1404fa-nk177w.html,Laptop ASUS VivoBook Go 14 E1404FA-NK177W,13.290.000đ,14.490.000đ,ASUS,AMD,Ryzen 5 7520U,4,8,16,DDR5,512GB,SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels (FullHD),"Tỉ lệ 16:9, Độ sáng tối đa 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói, Công nghệ LCD","42WHrs, 3S1P, Li-ion 3 cell",24
https://cellphones.com.vn/laptop-hp-pavilion-15-eg3094tu-8c5l5pa-16gb-cu-tray-xuoc.html,Laptop HP Pavilion 15-EG3094TU 8C5L5PA V2 - Cũ Trầy Xước,11.490.000đ,19.990.000đ,HP,Intel,Core i5 -,10,12,16,DDR4,512 GB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Màn hình chống chói, Độ sáng 250 nits","3-cell Li-ion, 41 Wh",22
https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-pz204ws-cu-da-kich-hoat.html,Laptop ASUS Zenbook 14 UX3405CA-PZ204WS - Đã Kích Hoạt,28.990.000đ,38.990.000đ,ASUS,Intel,,16,16,32,DDR5X,1TB,SSD,Intel Arc Graphics,14 inches,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms, Độ sáng 400nits, Độ sáng tối đa 500nits HDR, Độ phủ màu 100% DCI-P3, Gamut mapping, HDR True Black 500, 1.07 tỷ màu, Giảm 70% ánh sáng xanh có hại, TÜV Rheinland-certified, Màn hình chăm sóc mắt SGS","75WHrs, 2S2P, 4-cell Li-ion",27
https://cellphones.com.vn/laptop-avita-pura-af14a3vnf56f-cu-dep.html,Laptop Avita PURA AF14A3VNF56F - Cũ Đẹp,7.990.000đ,,Avita,Intel,,,12,8,DDR4,512GB,SSD,Intel® UHD Graphics,14 inches,1920 x 1080 pixels (FullHD),"14"" 16:9 Full HD (1920 x 1080) Anti-Glare, IPS Panel with 178 degree wide viewing angle",11.4V 4000mAh,20
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15iml05-81wb01dyvn-cu-tray-xuoc.html,Laptop Lenovo Ideapad Slim 3 15IML05 81WB01DYVN - Cũ Trầy Xước,5.490.000đ,,Lenovo,Intel,,,,4,DDR4,256GB,SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống loá,35Wh,23
https://cellphones.com.vn/laptop-lenovo-yoga-slim-6-14irh8-83e0000vvn-cu-dep.html,Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN - Cũ Đẹp,16.490.000đ,24.990.000đ,Lenovo,Intel,,14,20,16,DDR5x,512GB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400 nits, Độ phủ màu 100% DCI-P3, Eyesafe, Dolby Vision, DisplayHDR True Black 500",65 Wh,23
https://cellphones.com.vn/laptop-dell-inspiron-16-5620-p1wkn-cu-xuoc-can.html,Laptop Dell Inspiron 16 5620 P1WKN - Cũ Xước Cấn,9.990.000đ,,Dell,Intel,,,12,8,DDR4,256GB,SSD,Intel Iris Xe Graphics,16 inches,1920 x 1200 pixels (FullHD+),Màn hình chống lóa,"4 cell 54 Wh , Pin liền",22
https://cellphones.com.vn/laptop-asus-zenbook-a14-ux3407qa-qd299ws-copilot-x-plus-cu-tray-xuoc.html,Laptop ASUS Zenbook A14 UX3407QA-QD299WS - Cũ Trầy Xước,19.490.000đ,29.990.000đ,ASUS,Other,,8,8,16,DDR5X,512GB,SSD,"Qualcomm Adreno GPU
Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ",14 inches,1920 x 1200 pixels (WUXGA),"Thời gian phản hồi 0.2ms, Độ sáng 400nits, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, HDR True Black 600, 1.07 tỷ màu, Giảm 70% ánh sáng xanh có hại, TÜV Rheinland-certified, Màn hình chăm sóc mắt SGS","70WHrs, 3S1P, 3-cell Li-ion",28
https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607va-rp155ws-cu-dep.html,Laptop ASUS Vivobook S16 S3607VA-RP155WS - Cũ Đẹp,15.290.000đ,,ASUS,Intel,,,12,16,DDR5,512GB,SSD,Intel UHD Graphics,16 inches,1920 x 1200 pixels (WUXGA),"45% NTSC, 300 nits","4-cell Li-ion, 70 Wh",25
https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv00ajvn-cu-da-kich-hoat.html,Laptop Lenovo Yoga Slim 7 14IMH9 83CV00AJVN - Đã Kích Hoạt,23.690.000đ,29.490.000đ,Lenovo,Intel,,16,22,32,DDR5x,1TB,SSD,Intel Arc Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits, Độ phủ màu 100% DCI-P3, Eyesafe, Dolby Vision, DisplayHDR True Black 500",65Wh (65W USB-C Slim (Wall-mount)),28
https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1332w-cu-dep.html,Laptop ASUS Vivobook 15X OLED M3504YA-L1332W - Cũ Đẹp,18.490.000đ,,ASUS,AMD,,8,16,16,DDR4,512GB,SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Thời gian phản hồi 0.2ms, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, Gamut mapping, HDR True Black 600, 1.07 tỷ màu, Giảm ánh sáng xanh 70%, TÜV Rheinland-certified","50WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek0132tu-7c0w4pa-cu-tray-xuoc.html,Laptop HP Pavilion X360 14-EK0132TU 7C0W4PA - Cũ Trầy Xước,13.990.000đ,26.990.000đ,HP,Intel,,,12,16,DDR4,512GB,SSD,Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels (FullHD),"Màn hình kính tràn viền, Độ sáng 250 nits, Độ phủ màu 45% NTSC","3 Cell, 43 WHrs Li-ion polymer",20
https://cellphones.com.vn/laptop-dell-inspiron-16-5620-n6i7110w1-8gb-cu-xuoc-can.html,Laptop Dell Inspiron 16 5620 N6I7110W1 - Cũ Xước Cấn,11.990.000đ,25.290.000đ,Dell,Intel,,,,8,DDR4,512GB,,Intel® UHD Graphics,16 inches,1920 x 1200 pixels (FullHD+),"Tần số quét 60hz, Độ sáng 300 nits, Phủ màu 100% sRGB","4-cell Li-ion, 54 WHr",22
https://cellphones.com.vn/laptop-asus-vivobook-16-x1605va-mb360w-cu-dep.html,Laptop ASUS Vivobook 16 X1605VA-MB360W - Cũ Đẹp,11.890.000đ,,ASUS,Intel,Core i5 Raptor,,,16,DDR4,512GB,SSD,Intel Iris Xe Graphics,16 inches,1920 x 1200 pixels (WUXGA),"Tấm nền IPS, Chống chói Anti Glare, Độ sáng 300 nits, Bản lề mở 180 độ, Lớp phủ ASUS Antimicrobial Guard","45W, 3-cell Li-ion, 42 Wh",24
https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj1969w-cu-da-kich-hoat.html,Laptop ASUS Vivobook 15 X1504VA-NJ1969W - Đã Kích Hoạt,11.690.000đ,15.990.000đ,ASUS,Intel,,10,12,16,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",24
